,2291.0,164.0,164.0,164.0,164.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,1841.0,1841.0,1841.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,1841.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,1841.0,1841.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,1841.0,1841.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,1841.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,1841.0,164.0,164.0,1841.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,1841.0,164.0,1841.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1841.0,1841.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,1541.0,164.0,1541.0,1541.0,164.0,164.0,164.0,164.0,164.0,1841.0,1841.0,1841.0,1841.0,1841.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,1849.0,1849.0,1849.0,890.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,1233.0,1841.0,164.0,421.0,421.0,421.0,421.0,421.0,164.0,164.0,164.0,164.0,421.0,421.0,1841.0,421.0,421.0,1841.0,164.0,164.0,421.0,164.0,421.0,1541.0,1541.0,164.0,164.0,1841.0,164.0,164.0,1841.0,1541.0,1841.0,421.0,421.0,1841.0,1841.0,164.0,164.0,1841.0,164.0,164.0,164.0,164.0,1841.0,421.0,164.0,421.0,1541.0,909.0,2130.0,2130.0,2130.0,1849.0,1849.0,1849.0,1849.0,1849.0,1849.0,1849.0,2130.0,1190.0,890.0,1190.0,2268.0,2268.0,157.0,157.0,157.0,1233.0,157.0,1511.0,157.0,157.0,157.0,157.0,2268.0,157.0,2268.0,157.0,157.0,157.0,157.0,157.0,157.0,1233.0,1233.0,157.0,2268.0,157.0,2272.0,1849.0,1849.0,2272.0,2130.0,2130.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,1233.0,421.0,421.0,421.0,421.0,909.0,2268.0,164.0,157.0,157.0,1841.0,1233.0,2272.0
1993-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,4.6,,,,,14.5,17.8,,,,18.5,7.6,11.4,,,,,36.6,,,,39.1,,0.0,,,,,,18.0,46.7,11.4,,,,19.1,,,16.5,38.4,19.3,28.4,14.0,21.1,33.0,,0.0,0.0,,,,,,0.0,1.0,4.1,,0.0,,32.0,,,,15.0,8.9,,0.3,8.1,,,2.3,4.1,,9.9,,,7.6,5.3,,,5.8,,,,,7.6,10.4,0.0,,,2.5,0.0,0.0,22.9,0.0,7.6,20.3,,,,27.9,,,27.9,,2.5,,58.4,68.6,36.1,,,30.7,,13.2,,,
1993-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,17.5,,,,,5.6,47.8,,,,50.5,11.4,40.6,,,,,67.8,,,,37.6,,61.5,,,,,,16.0,30.5,22.9,,,,25.4,,,45.5,8.9,30.5,,11.9,35.1,40.6,,0.0,10.2,,,,,,0.0,1.0,0.0,,1.5,,22.6,,,,9.9,15.0,8.1,0.0,18.0,,,9.4,6.4,,26.7,,,2.8,10.4,,,12.7,,,,,9.4,8.9,1.0,,,2.5,5.1,2.5,2.5,0.0,5.1,2.5,,,,12.7,,,12.7,,0.0,,25.4,22.9,41.9,,,3.3,,9.7,,,
1993-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,1.3,,,,3.0,0.0,4.8,,,,,3.3,,,,1.0,,0.0,,,,,,1.0,0.0,0.0,,,,0.0,,,5.1,0.0,0.8,,0.5,5.6,1.5,,2.5,0.0,,,,,,0.3,1.5,3.6,,2.3,,18.8,,,,24.1,11.4,7.6,0.0,16.5,,,13.2,13.7,,15.0,,,9.9,7.9,,,14.7,,,,,4.8,19.3,1.0,,,0.0,0.0,0.0,22.9,12.7,15.2,20.3,,,,17.8,,,17.8,,0.0,,5.1,5.1,3.3,,,0.8,,13.0,,,
1993-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,2.0,,,,,11.2,8.1,,,,5.8,10.2,6.1,,,,,8.4,,,,13.2,,47.0,,,,,,0.0,0.0,5.1,,,,0.0,,,0.0,13.5,11.9,50.3,5.6,0.0,6.4,,0.0,0.0,,,,,,0.0,0.0,2.5,,0.0,,0.0,,,,4.3,6.4,0.0,0.0,4.3,,,4.8,8.9,,2.3,,,8.1,0.0,,,14.2,,,,,7.9,4.1,0.0,,,2.5,5.1,15.2,17.8,10.2,12.7,15.2,,,,17.8,,,17.8,,2.5,,30.5,30.5,16.8,,,8.9,,3.0,,,
1993-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,7.9,,,,,,15.5,,,,11.2,11.2,14.0,,,,,18.3,,,,27.7,,0.0,,,,,,20.8,23.1,3.0,,,,17.8,,,13.2,1.0,4.3,,5.3,9.1,9.4,,0.0,6.4,,,,,,5.1,2.8,2.0,,2.5,,8.4,,,,24.6,14.7,6.1,0.0,24.4,,,20.1,12.4,,4.3,,,7.1,12.2,,,4.3,,,,,20.8,20.8,0.3,,,2.5,0.0,7.6,10.2,10.2,10.2,5.1,,,,12.7,,,12.7,,0.0,,2.5,0.0,2.8,,,0.0,,5.3,,,
1993-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,0.0,,,,,2.0,0.0,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,0.8,0.0,0.0,0.5,0.0,0.0,,,0.0,0.0,,,,,,1.3,3.6,,,0.0,,0.0,,,,0.0,4.8,1.5,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,2.0,,,,,0.0,0.0,3.3,,,0.0,0.0,0.0,5.1,10.2,0.0,2.5,,,,2.5,,,2.5,,2.5,,10.2,5.1,3.6,,,0.5,,0.0,,,
1993-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,1.0,,,,,5.1,16.8,,,,6.1,5.1,0.8,,,,,6.4,,,,37.8,,14.0,,,,,,3.6,6.4,3.6,,,,0.0,,,24.9,25.4,24.9,2.8,4.8,13.0,2.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,,,,,0.8,0.5,3.8,0.3,1.3,,,0.5,0.0,,0.5,,,0.3,1.3,,,1.8,,,,,3.6,1.0,0.0,,,2.5,7.6,2.5,20.3,0.0,7.6,0.0,,,,5.1,,,5.1,,2.5,,7.6,7.6,3.3,,,11.7,,1.0,,,
1993-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,5.3,,,,,1.3,2.3,,,,3.6,4.8,8.1,,,,,7.9,,,,2.3,,0.0,,,,,,0.5,11.4,7.6,,,,11.4,,,3.0,0.8,0.0,,7.4,2.5,4.1,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,16.8,,,,4.6,0.0,4.1,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,8.4,,,,,6.4,0.0,1.0,,,5.1,0.0,0.0,27.9,0.0,5.1,20.3,,,,7.6,,,7.6,,0.0,,12.7,10.2,8.9,,,0.3,,0.5,,,
1993-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.8,,,,,0.0,0.0,,,,5.1,0.0,14.0,,,,,15.5,,,,0.8,,0.0,,,,,,1.3,4.6,0.8,,,,1.3,,,0.5,2.8,0.3,,4.8,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1.0,4.1,3.6,0.0,6.1,,,1.8,4.8,,0.0,,,0.5,3.6,,,4.1,,,,,3.0,0.0,0.8,,,0.0,0.0,2.5,5.1,0.0,5.1,10.2,,,,7.6,,,7.6,,2.5,,0.0,5.1,0.0,,,0.0,,1.5,,,
1993-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,4.1,,,,,1.3,0.0,,,,3.3,0.0,2.3,,,,,4.3,,,,0.0,,0.0,,,,,,0.0,22.9,7.4,,,,0.0,,,0.0,2.0,0.0,0.8,4.3,0.0,5.8,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,13.5,,,,8.6,0.0,6.1,0.0,6.1,,,5.1,8.6,,0.5,,,6.4,8.1,,,8.4,,,,,0.0,1.8,0.3,,,0.0,5.1,2.5,30.5,10.2,12.7,17.8,,,,7.6,,,7.6,,0.0,,35.6,40.6,12.4,,,2.3,,6.4,,,
1993-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,14.0,11.9,,,,25.1,8.4,20.3,,,,,42.2,,,,11.7,,10.7,,,,,,5.8,22.9,25.4,,,,9.9,,,5.6,0.0,2.8,27.9,20.8,7.6,21.3,,0.0,7.9,,,,,,0.0,0.0,0.0,,0.0,5.1,13.5,,,,0.0,6.1,0.0,1.0,1.3,,,6.4,0.0,,0.0,,,0.0,0.0,,,4.6,,,,,0.0,0.0,,,,0.0,0.0,2.5,0.0,0.0,2.5,0.0,,,,0.0,,,0.0,,2.5,,7.6,10.2,17.8,,,1.3,,0.0,,,
1993-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,4.1,,,,,29.2,8.9,,,,7.6,8.1,3.0,,,,,8.1,,,,35.1,,18.0,,,,,,8.4,22.9,0.0,,,,22.4,,,1.5,0.0,17.8,57.2,12.7,3.8,10.7,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,8.9,3.8,,,,2.0,2.3,2.0,8.1,1.5,,,1.3,4.8,,7.6,,,1.8,1.3,,,1.5,,,,,,1.8,0.0,,,2.5,0.0,0.0,12.7,5.1,7.6,5.1,,,,20.3,,,7.6,,5.1,,35.6,30.5,31.5,,,33.5,,2.8,,,
1993-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,18.8,,,,,4.6,28.2,,,,24.6,9.7,19.8,,,,,43.7,,,,43.2,,27.4,,,,,,29.0,27.2,4.8,,,,28.7,,,38.1,25.7,8.4,5.1,13.2,40.1,22.1,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,15.2,3.0,,,,4.1,3.6,2.8,3.8,4.3,,,4.6,2.3,,0.0,,,0.0,0.5,,,0.3,,,,,1.3,4.3,0.0,,,0.0,0.0,0.0,0.0,2.5,0.0,5.1,,,,0.0,,,2.5,,5.1,,2.5,5.1,4.8,,,2.5,,4.8,,,
1993-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.3,,,,,,0.0,,,,,0.0,0.0,,,,,2.0,,,,0.0,,0.0,,,,,,2.5,0.0,0.0,,,,1.3,,,0.8,1.8,0.0,,0.0,0.0,0.0,,1.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,2.3,,,,,0.0,0.0,0.3,,,15.2,2.5,15.2,10.2,2.5,15.2,0.0,,,,7.6,,,0.0,,0.0,,5.1,0.0,0.0,,,0.0,,0.0,,,
1993-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.5,12.7,,,,,,0.0,0.5,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,4.8,,,,,0.0,0.0,1.3,,,12.7,0.0,12.7,2.5,5.1,0.0,7.6,,,,2.5,,,2.5,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,,
1993-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,8.9,0.0,,,,,,11.7,6.4,,,1.3,2.0,0.0,,,,0.5,0.0,0.5,0.0,1.5,,,0.0,8.1,,0.8,,,5.3,0.5,,,3.0,,,,,1.5,1.5,14.7,,,12.7,10.2,22.9,17.8,20.3,22.9,17.8,,,,15.2,,,10.2,,0.0,,0.0,0.0,0.0,,,0.0,,0.3,,,
1993-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,1.5,2.8,,,0.0,0.0,0.0,,,,2.0,0.5,0.0,0.0,0.8,,,0.0,0.3,,0.0,,,1.5,0.0,,,6.4,,,,,0.0,0.0,2.5,,,2.5,0.0,2.5,0.0,10.2,2.5,2.5,,,,0.0,,,2.5,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,,
1993-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,4.6,1.5,3.3,0.0,2.8,,,6.1,3.8,,0.0,,,2.8,5.6,,,1.0,,,,,,6.9,1.0,,,0.0,2.5,2.5,7.6,2.5,2.5,20.3,,,,2.5,,,5.1,,0.0,,0.0,0.0,0.0,,,0.0,,3.0,,,
1993-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,1.0,,,2.5,0.0,2.5,2.5,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,,
1993-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.5,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,,,0.0,2.5,0.0,10.2,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.3,,,
1993-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,2.0,0.0,,,,0.0,0.3,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,,0.5,,0.3,,,
